Match_ID,Season,Team 1,Team 2,Winner,Venue
239,2008,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur"
240,2011,Chennai Super Kings,Punjab Kings,Punjab Kings,"Arun Jaitley Stadium, Delhi"
241,2018,Punjab Kings,Lucknow Super Giants,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru"
242,2016,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,"Eden Gardens, Kolkata"
243,2024,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,"Arun Jaitley Stadium, Delhi"
244,2011,Rajasthan Royals,Punjab Kings,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru"
245,2015,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur"
246,2021,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,"Arun Jaitley Stadium, Delhi"
247,2016,Mumbai Indians,Delhi Capitals,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad"
248,2010,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
249,2019,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru"
250,2025,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,"Ekana Cricket Stadium, Lucknow"
251,2019,Gujarat Titans,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi"
252,2017,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow"
253,2023,Delhi Capitals,Mumbai Indians,Delhi Capitals,"Eden Gardens, Kolkata"
254,2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali"
255,2025,Mumbai Indians,Rajasthan Royals,Mumbai Indians,"Arun Jaitley Stadium, Delhi"
256,2016,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow"
257,2018,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad"
258,2020,Delhi Capitals,Chennai Super Kings,Delhi Capitals,"Eden Gardens, Kolkata"
259,2024,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru"
260,2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur"
261,2010,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad"
262,2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow"
263,2023,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi"
264,2014,Lucknow Super Giants,Punjab Kings,Punjab Kings,"Narendra Modi Stadium, Ahmedabad"
265,2011,Gujarat Titans,Mumbai Indians,Mumbai Indians,"Arun Jaitley Stadium, Delhi"
266,2015,Rajasthan Royals,Punjab Kings,Punjab Kings,"Wankhede Stadium, Mumbai"
267,2017,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai"
268,2018,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad"
269,2013,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,"Arun Jaitley Stadium, Delhi"
270,2025,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali"
271,2021,Delhi Capitals,Mumbai Indians,Mumbai Indians,"Wankhede Stadium, Mumbai"
272,2021,Chennai Super Kings,Punjab Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad"
273,2011,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad"
274,2022,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,"Eden Gardens, Kolkata"
275,2015,Delhi Capitals,Mumbai Indians,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru"
276,2017,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi"
277,2010,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,"Eden Gardens, Kolkata"
278,2019,Gujarat Titans,Mumbai Indians,Gujarat Titans,"Rajiv Gandhi International Stadium, Hyderabad"
279,2016,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata"
280,2013,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru"
281,2018,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow"
282,2023,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
283,2009,Punjab Kings,Rajasthan Royals,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow"
284,2022,Delhi Capitals,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad"
285,2017,Punjab Kings,Chennai Super Kings,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad"
286,2025,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur"
287,2023,Chennai Super Kings,Punjab Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad"
288,2011,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur"
289,2015,Delhi Capitals,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai"
290,2019,Punjab Kings,Lucknow Super Giants,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad"
291,2009,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad"
292,2025,Delhi Capitals,Mumbai Indians,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru"
293,2012,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow"
294,2017,Delhi Capitals,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad"
295,2025,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad"
296,2010,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali"
297,2019,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,"Wankhede Stadium, Mumbai"
298,2023,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad"
299,2010,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata"
300,2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad"
301,2013,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,"Eden Gardens, Kolkata"
302,2021,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai"
303,2017,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow"
304,2023,Punjab Kings,Kolkata Knight Riders,,"Narendra Modi Stadium, Ahmedabad"
305,2017,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur"
306,2014,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,"Eden Gardens, Kolkata"
307,2023,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai"
308,2011,Delhi Capitals,Gujarat Titans,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali"
309,2022,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad"
310,2015,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
311,2009,Punjab Kings,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi"
312,2020,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,"MA Chidambaram Stadium, Chennai"
313,2018,Mumbai Indians,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai"
314,2009,Mumbai Indians,Delhi Capitals,Mumbai Indians,"Eden Gardens, Kolkata"
315,2022,Rajasthan Royals,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur"
316,2016,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,"Wankhede Stadium, Mumbai"
317,2017,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
318,2015,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai"
319,2023,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru"
320,2015,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali"
321,2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,"Wankhede Stadium, Mumbai"
322,2024,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru"
323,2023,Delhi Capitals,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi"
324,2008,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad"
325,2011,Delhi Capitals,Mumbai Indians,Mumbai Indians,"MA Chidambaram Stadium, Chennai"
326,2019,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,"Wankhede Stadium, Mumbai"
327,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur"
328,2009,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur"
329,2009,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,"MA Chidambaram Stadium, Chennai"
330,2023,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali"
331,2019,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad"
332,2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru"
333,2018,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi"
334,2024,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad"
335,2021,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru"
336,2011,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad"
337,2022,Mumbai Indians,Delhi Capitals,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad"
338,2019,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur"
339,2021,Punjab Kings,Chennai Super Kings,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow"
340,2019,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,"Arun Jaitley Stadium, Delhi"
341,2022,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,"Eden Gardens, Kolkata"
342,2019,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chennai"
343,2012,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,"Ekana Cricket Stadium, Lucknow"
344,2010,Punjab Kings,Delhi Capitals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur"
345,2018,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi"
346,2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai"
347,2011,Punjab Kings,Gujarat Titans,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali"
348,2017,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai"
349,2010,Punjab Kings,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata"
350,2018,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
351,2013,Delhi Capitals,Mumbai Indians,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad"
352,2014,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
353,2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,"Wankhede Stadium, Mumbai"
354,2012,Gujarat Titans,Delhi Capitals,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali"
355,2020,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad"
356,2010,Punjab Kings,Gujarat Titans,ERROR,"Arun Jaitley Stadium, Delhi"
357,2022,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur"
358,2013,Gujarat Titans,Delhi Capitals,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali"
359,2024,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru"
360,2018,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,"Eden Gardens, Kolkata"
361,2016,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru"
362,2017,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,"Eden Gardens, Kolkata"
363,2013,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali"
364,2018,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow"
365,2009,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru"
366,2021,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow"
367,2017,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali"
368,2017,Rajasthan Royals,Punjab Kings,Rajasthan Royals,"Arun Jaitley Stadium, Delhi"
369,2022,Punjab Kings,Mumbai Indians,Punjab Kings,"Eden Gardens, Kolkata"
370,2018,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai"
371,2019,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad"
372,2025,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali"
373,2011,Mumbai Indians,Delhi Capitals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur"
374,2011,Rajasthan Royals,Punjab Kings,Rajasthan Royals,"Eden Gardens, Kolkata"
375,2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow"
376,2018,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,"Ekana Cricket Stadium, Lucknow"
377,2022,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali"
378,2010,Punjab Kings,Rajasthan Royals,Rajasthan Royals,"Wankhede Stadium, Mumbai"
379,2014,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,"MA Chidambaram Stadium, Chennai"
380,2017,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,"Wankhede Stadium, Mumbai"
381,2008,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali"
382,2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad"
383,2009,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi"
384,2025,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Hyderabad"
385,2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali"
386,2011,Gujarat Titans,Rajasthan Royals,Gujarat Titans,"Eden Gardens, Kolkata"
387,2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali"
388,2009,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali"
389,2023,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad"
390,2024,Gujarat Titans,Punjab Kings,Gujarat Titans,"Ekana Cricket Stadium, Lucknow"
391,2020,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,"Eden Gardens, Kolkata"
392,2024,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali"
393,2008,Gujarat Titans,Punjab Kings,Punjab Kings,"Sawai Mansingh Stadium, Jaipur"
394,2017,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,"Arun Jaitley Stadium, Delhi"
395,2015,Chennai Super Kings,Punjab Kings,Punjab Kings,"Ekana Cricket Stadium, Lucknow"
396,2020,Chennai Super Kings,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali"
397,2011,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,"Ekana Cricket Stadium, Lucknow"
398,2021,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad"
399,2024,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi"
400,2024,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,"Eden Gardens, Kolkata"
401,2024,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur"
402,2025,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur"
403,2023,Delhi Capitals,Gujarat Titans,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad"
404,2017,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali"
405,2023,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chennai"
406,2016,Delhi Capitals,Punjab Kings,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali"
407,2019,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"Arun Jaitley Stadium, Delhi"
408,2010,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad"
409,2014,Delhi Capitals,Punjab Kings,Punjab Kings,"Sawai Mansingh Stadium, Jaipur"
410,2016,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali"
411,2009,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai"
412,2011,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,"Wankhede Stadium, Mumbai"
413,2012,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru"
414,2023,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,"Arun Jaitley Stadium, Delhi"
415,2017,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad"
416,2009,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali"
417,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai"
418,2008,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai"
419,2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad"
420,2024,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,"Eden Gardens, Kolkata"
421,2018,Punjab Kings,Rajasthan Royals,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru"
422,2008,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,"Eden Gardens, Kolkata"
423,2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,"Eden Gardens, Kolkata"
424,2020,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru"
425,2018,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur"
426,2015,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,"Arun Jaitley Stadium, Delhi"
427,2008,Punjab Kings,Rajasthan Royals,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad"
428,2011,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,"Wankhede Stadium, Mumbai"
429,2024,Punjab Kings,Rajasthan Royals,Punjab Kings,"Arun Jaitley Stadium, Delhi"
430,2015,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad"
431,2022,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,"Eden Gardens, Kolkata"
432,2023,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali"
433,2010,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,"Ekana Cricket Stadium, Lucknow"
434,2011,Gujarat Titans,Punjab Kings,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru"
435,2025,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow"
436,2022,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali"
437,2024,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru"
438,2024,Punjab Kings,Chennai Super Kings,Chennai Super Kings,"Eden Gardens, Kolkata"
439,2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali"
440,2008,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad"
441,2019,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi"
442,2023,Mumbai Indians,Gujarat Titans,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru"
443,2012,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"Eden Gardens, Kolkata"
444,2020,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur"
445,2011,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad"
446,2012,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali"
447,2022,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad"
448,2015,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai"
449,2014,Punjab Kings,Delhi Capitals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad"
450,2008,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow"
451,2009,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru"
452,2020,Punjab Kings,Chennai Super Kings,Punjab Kings,"Wankhede Stadium, Mumbai"
453,2012,Punjab Kings,Kolkata Knight Riders,Punjab Kings,"Wankhede Stadium, Mumbai"
454,2018,Gujarat Titans,Rajasthan Royals,Gujarat Titans,"Ekana Cricket Stadium, Lucknow"
455,2012,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad"
456,2016,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad"
457,2025,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,"Arun Jaitley Stadium, Delhi"
458,2024,Punjab Kings,Chennai Super Kings,Chennai Super Kings,"Arun Jaitley Stadium, Delhi"
459,2017,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Eden Gardens, Kolkata"
460,2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai"
461,2025,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai"
462,2015,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi"
463,2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru"
464,2016,Delhi Capitals,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai"
465,2025,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai"
466,2017,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad"
467,2023,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru"
468,2025,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai"
469,2025,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur"
470,2024,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad"
471,2018,Punjab Kings,Lucknow Super Giants,Punjab Kings,"Sawai Mansingh Stadium, Jaipur"
472,2009,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,"Arun Jaitley Stadium, Delhi"
473,2016,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,"Wankhede Stadium, Mumbai"
474,2014,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,"Eden Gardens, Kolkata"
475,2015,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow"
476,2023,Punjab Kings,Gujarat Titans,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad"
477,2013,Punjab Kings,Lucknow Super Giants,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad"
478,2025,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,"Eden Gardens, Kolkata"
479,2009,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru"
480,2010,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chennai"
